iter	Logloss
128	0.5484577607
129	0.5483131328
130	0.5481248097
131	0.5480099717
132	0.5478928687
133	0.5477899059
134	0.5476678841
135	0.5475559005
136	0.547448327
137	0.5473545965
138	0.5471781879
139	0.5470702808
140	0.5469735666
141	0.5468633145
142	0.5467649081
143	0.5466437357
144	0.5465314372
145	0.5463946694
146	0.5462876073
147	0.5461289779
148	0.5460268556
149	0.5459489955
150	0.545827919
151	0.5457179895
152	0.5455586435
153	0.5454591469
154	0.5453365232
155	0.545203619
156	0.5450920678
157	0.5449055878
158	0.5445798397
159	0.5444640815
160	0.5443920811
161	0.5442869013
162	0.5441526527
163	0.5440339102
164	0.5438986129
165	0.5438126759
166	0.5436879608
167	0.5435787585
168	0.5434195787
169	0.5432916384
170	0.5431502731
171	0.5430274356
172	0.542892863
173	0.5427151696
174	0.5426043204
175	0.5423980703
176	0.5423217288
177	0.5422224727
178	0.5419614093
179	0.5418487734
180	0.5417486
181	0.5416116448
182	0.5414956947
183	0.5413738774
184	0.5412665459
185	0.5411162469
186	0.5410166127
187	0.5409107156
188	0.5407969304
189	0.5407156437
190	0.5405864883
191	0.5404807811
192	0.5403652576
193	0.5401405618
194	0.5400443477
195	0.539938781
196	0.5398406081
197	0.5397455974
198	0.5396202727
199	0.5394920627
200	0.5394039114
201	0.5393033491
202	0.5391721321
203	0.5390393972
204	0.5389572879
205	0.5388543731
206	0.5387717981
207	0.5386164976
208	0.5384610217
209	0.5383618731
210	0.5382167211
211	0.538080025
212	0.5379473764
213	0.5378358665
214	0.5377074034
215	0.5375791204
216	0.5374433772
217	0.5373040366
218	0.5371525037
219	0.5370141426
220	0.5368899496
221	0.5367340422
222	0.5365673026
223	0.5364371709
224	0.5363097405
225	0.5361217929
226	0.5360013747
227	0.5358472896
228	0.535754837
229	0.5355192607
230	0.5353712919
231	0.5352218779
232	0.5350888118
233	0.5349388204
234	0.5348086593
235	0.5346803341
236	0.5345491969
237	0.5343971352
238	0.5342656119
239	0.5341656637
240	0.5340792662
241	0.5339134979
242	0.5336621982
243	0.5335137745
244	0.5333500507
245	0.5331747739
246	0.5330549028
247	0.5329508093
248	0.5327795027
249	0.532609895
250	0.5324801377
251	0.5323338475
252	0.5321626092
253	0.5320068788
254	0.5318205889
255	0.5316768443
256	0.5315223312
257	0.5312852944
258	0.5311493373
259	0.5310043339
260	0.5308559859
261	0.5306796888
262	0.5305131752
263	0.5304152879
264	0.5302410973
265	0.5301044276
266	0.5299352973
267	0.5298085876
268	0.5296790682
269	0.5295340918
270	0.5294152771
271	0.529262409
272	0.5291002972
273	0.5288745515
274	0.5287373729
275	0.5285109519
276	0.5284072918
277	0.5282896568
278	0.5282104278
279	0.5280549849
280	0.5278674354
281	0.5277072814
282	0.5275721262
283	0.5274315156
284	0.5272980741
285	0.527148275
286	0.5269991054
287	0.5268601121
288	0.5267157428
289	0.5265663253
290	0.5264147117
291	0.5262171631
292	0.5260284627
293	0.5258704924
294	0.5257201178
295	0.5255812392
296	0.5254730132
297	0.5253374344
298	0.5251781753
299	0.524934075
300	0.5249119009
301	0.5247622789
302	0.5246142278
303	0.5244485925
304	0.5242970812
305	0.5241825841
306	0.5240575363
307	0.5238934514
308	0.5237347905
309	0.5236182243
310	0.5234901787
311	0.5233007786
312	0.5232443142
313	0.5230737888
314	0.5229058892
315	0.5227480013
316	0.5225361554
317	0.5223887785
318	0.5222199624
319	0.5220757703
320	0.5219637751
321	0.5218123424
322	0.5216670604
323	0.5215112854
324	0.5213329201
325	0.5211784799
326	0.5211144987
327	0.5209738112
328	0.5208405135
329	0.5206754261
330	0.5205458276
331	0.5203773257
332	0.5202480297
333	0.5200874866
334	0.5199633663
335	0.5198194333
336	0.5196598426
337	0.5195213856
338	0.5194116016
339	0.5192907882
340	0.5191234844
341	0.5190778793
342	0.5189037798
343	0.5187613036
344	0.5186206206
345	0.518442667
346	0.5182309673
347	0.5180957664
348	0.5180620593
349	0.5178588122
350	0.5176955275
351	0.5175611171
352	0.5174152843
353	0.5172568361
354	0.51717957
355	0.5170475476
356	0.5169209412
357	0.5167821864
358	0.5166235775
359	0.5164830629
360	0.5163212201
361	0.5161995933
362	0.5160394141
363	0.5158933865
364	0.5157175637
365	0.5155722959
366	0.5155122208
367	0.5153677438
368	0.515288241
369	0.5151523458
370	0.5150338714
371	0.5149216197
372	0.5147605455
373	0.5146323877
374	0.5144761803
375	0.5143073034
376	0.5141722331
377	0.5140142345
378	0.5138802369
379	0.5137479325
380	0.5135950445
381	0.5134394083
382	0.5132965683
383	0.5131451994
384	0.5130030544
385	0.5128184418
386	0.5126911682
387	0.5125663414
388	0.5123933657
389	0.5122676928
390	0.5121464454
391	0.5120446841
392	0.5119155562
393	0.511745259
394	0.5116371787
395	0.5113697846
396	0.5112644752
397	0.5111139981
398	0.511018478
399	0.5108807226
400	0.5107276503
401	0.5106072417
402	0.5104850332
403	0.5103492778
404	0.5102117788
405	0.5100993628
406	0.5099665075
407	0.5098107171
408	0.5096647169
409	0.5094867911
410	0.5093382448
411	0.5091767149
412	0.5090312881
413	0.5088588847
414	0.5087425276
415	0.5085867183
416	0.5084394553
417	0.5082658318
418	0.5081092942
419	0.5080028502
420	0.5078708713
421	0.507728169
422	0.5075787604
423	0.5074154329
424	0.5072680089
425	0.5071561023
426	0.5070202621
427	0.5068588871
428	0.5067151596
429	0.5065557866
430	0.5064288531
431	0.506283237
432	0.5061267018
433	0.5060143632
434	0.5058711533
435	0.505759962
436	0.5055387641
437	0.5053966842
438	0.505255705
439	0.5051331736
440	0.5050124703
441	0.5048531788
442	0.5047247314
443	0.5045725198
444	0.504429926
445	0.5042938827
446	0.5041835378
447	0.5040760773
448	0.5039128111
449	0.503789618
450	0.5036695621
451	0.5035335977
452	0.5034524381
453	0.5033398641
454	0.5031860643
455	0.5030567299
456	0.5029527802
457	0.5028385183
458	0.502706604
459	0.5025951215
460	0.5024568717
461	0.5023530623
462	0.5021514442
463	0.5020359798
464	0.5020038085
465	0.501847888
466	0.5017235439
467	0.501591251
468	0.5014782449
469	0.5013616602
470	0.5013048302
471	0.5011949943
472	0.5010700627
473	0.5009220791
474	0.5007706188
475	0.5006632031
476	0.5005529094
477	0.5004354159
478	0.5002784215
479	0.500205589
480	0.500050517
481	0.4999136894
482	0.4997731492
483	0.4996619183
484	0.4995258735
485	0.4993762669
486	0.4992179859
487	0.4990621782
488	0.4989285753
489	0.4987076836
490	0.498586439
491	0.4984218229
492	0.4982956228
493	0.4982017902
494	0.4980751862
495	0.4979726317
496	0.4978392813
497	0.4977219618
498	0.4975993459
499	0.4974523202
500	0.497306735
501	0.4971628506
502	0.4970475046
503	0.4969989659
504	0.4968716162
505	0.4967539546
506	0.4966400336
507	0.4965061776
508	0.4963748782
509	0.4962189527
510	0.4960949008
511	0.4959978627
512	0.4958501501
513	0.49567603
514	0.4955576451
515	0.4954289234
516	0.4953128785
517	0.49518602
518	0.4951032541
519	0.4949343047
520	0.494808707
521	0.4946934205
522	0.4945566613
523	0.4944252769
524	0.4942942418
525	0.49418993
526	0.4940458047
527	0.4939260368
528	0.4938024944
529	0.4936728174
530	0.4935496124
531	0.4934128253
532	0.4932828634
533	0.4931320792
534	0.493007427
535	0.4929084629
536	0.4927768346
537	0.4926596254
538	0.4925401262
539	0.4923434385
540	0.4922316771
541	0.492120127
542	0.4919733699
543	0.4918546165
544	0.4917410589
545	0.4916132531
546	0.4914679005
547	0.4913519406
548	0.4912476293
549	0.491119466
550	0.4910276397
551	0.4908837671
552	0.490776684
553	0.4906499431
554	0.4905057431
555	0.4903829716
556	0.4902098605
557	0.4900735637
558	0.4899970677
559	0.4898490477
560	0.48970064
561	0.489600103
562	0.4894917562
563	0.4893588949
564	0.4892123638
565	0.4890935886
566	0.48899586
567	0.4888683054
568	0.4887799561
569	0.488663785
570	0.4885279701
571	0.4884419348
572	0.4883177119
573	0.4881981265
574	0.4880708854
575	0.4879126305
576	0.48778923
577	0.4876764859
578	0.4875430894
579	0.4874445273
580	0.4873227397
581	0.4872251021
582	0.4871271854
583	0.4869936656
584	0.4868545638
585	0.4867701812
586	0.4866757065
587	0.4865472782
588	0.4864811854
589	0.4863379436
590	0.4862142609
591	0.4861013256
592	0.4859368163
593	0.4857555391
594	0.4856240842
595	0.4855045966
596	0.4853578153
597	0.4852436975
598	0.4851152357
599	0.4849890239
600	0.4848383939
601	0.484714254
602	0.4845702045
603	0.4844627414
604	0.4843380816
605	0.4842002318
606	0.4840747598
607	0.4839482813
608	0.4838253438
609	0.4837070193
610	0.4835855842
611	0.4835098726
612	0.4833641271
613	0.4832171803
614	0.4830890273
615	0.4829941092
616	0.4828887417
617	0.4827579349
618	0.4826105351
619	0.482562988
620	0.482441125
621	0.4823322864
622	0.482221954
623	0.482094396
624	0.4819671163
625	0.4818419304
626	0.4817514262
627	0.4816342925
628	0.4816100815
629	0.4814448853
630	0.481300402
631	0.4811601638
632	0.4810504705
633	0.4809463345
634	0.4808567029
635	0.4807355985
636	0.4806227556
637	0.4804872577
638	0.4803504153
639	0.4802505088
640	0.4801200353
641	0.4800110664
642	0.4798671999
643	0.4797464021
644	0.4796342111
645	0.4795168015
646	0.4794023028
647	0.4793016741
648	0.4791907228
649	0.479105022
650	0.4790715733
651	0.4789805696
652	0.4788526612
653	0.4787649852
654	0.4786677442
655	0.4785450253
656	0.4784277974
657	0.4783130282
658	0.4781870822
659	0.4781293089
660	0.478028211
661	0.4778623993
662	0.4777370784
663	0.4776445133
664	0.4775039135
665	0.4773722052
666	0.4772189285
667	0.4771259131
668	0.4770151755
669	0.4768865308
670	0.4767701379
671	0.4766691803
672	0.4765689789
673	0.4764441925
674	0.4762942205
675	0.4761912022
676	0.4760721836
677	0.4759319626
678	0.4758391864
679	0.4757272208
680	0.4756069326
681	0.4754944663
682	0.475386313
683	0.4752537723
684	0.4751744217
685	0.4750647183
686	0.4750304495
687	0.4748917667
688	0.474757613
689	0.4746492741
690	0.4745505854
691	0.4744192483
692	0.4743034402
693	0.4741984646
694	0.4740632621
695	0.4739824223
696	0.4738455048
697	0.4737283709
698	0.4736191507
699	0.473503038
700	0.473378604
701	0.4733095248
702	0.473165347
703	0.4730473651
704	0.4729367678
705	0.4728231583
706	0.4727077227
707	0.4726060226
708	0.4725023315
709	0.4724034593
710	0.4723145291
711	0.472212491
712	0.4720729168
713	0.4719454101
714	0.4718360617
715	0.4717556184
716	0.4716141369
717	0.4715394233
718	0.4714357196
719	0.4713258775
720	0.4712194615
721	0.4711167559
722	0.4710178301
723	0.4708899178
724	0.4707964662
725	0.4706746723
726	0.4705304181
727	0.4704032379
728	0.4702741784
729	0.470142273
730	0.4700408855
731	0.4699021122
732	0.4698137281
733	0.4696977919
734	0.4695894377
735	0.4694768647
736	0.4693532127
737	0.4692350454
738	0.4691217201
739	0.469028865
740	0.4689009542
741	0.4687540605
742	0.4686958042
743	0.4685904045
744	0.4684640774
745	0.4683164413
746	0.4682115554
747	0.4681129628
748	0.4679874469
749	0.4678772512
750	0.4678049211
751	0.4677177339
752	0.4676090273
753	0.4675032782
754	0.4673986861
755	0.4673093317
756	0.4671842579
757	0.4670638877
758	0.4669242188
759	0.4668006117
760	0.4666511772
761	0.4665923411
762	0.4665298911
763	0.4664713557
764	0.4663475121
765	0.4662571323
766	0.4661307083
767	0.4660465457
768	0.4659086989
769	0.4658256426
770	0.4657064421
771	0.4655905271
772	0.4654811626
773	0.4654227205
774	0.4652876992
775	0.4652132031
776	0.4651017994
777	0.4649764554
778	0.4648954835
779	0.4647885155
780	0.4646737329
781	0.464554093
782	0.4644462259
783	0.464350964
784	0.4642565061
785	0.4641397813
786	0.4640381408
787	0.4639325808
788	0.463819572
789	0.4636491553
790	0.4635193511
791	0.4633966466
792	0.4632717288
793	0.4631248672
794	0.4630118737
795	0.4629173075
796	0.4628306135
797	0.4627015463
798	0.4625957054
799	0.4625063924
800	0.4624033602
801	0.4622784397
802	0.4621360884
803	0.4620655534
804	0.4619249981
805	0.4618355407
806	0.4617721481
807	0.4616488357
808	0.4615424116
809	0.4614178747
810	0.4613379779
811	0.4612263576
812	0.4611375431
813	0.4610286974
814	0.4608941518
815	0.4607775155
816	0.4606577783
817	0.4605660774
818	0.4604357302
819	0.4603092321
820	0.4602235169
821	0.4601174612
822	0.4600437035
823	0.4599599032
824	0.4598305534
825	0.4596803599
826	0.459544602
827	0.459401672
828	0.4593078895
829	0.4592074296
830	0.4591299881
831	0.4589841114
832	0.4588919016
833	0.4587836454
834	0.4586899681
835	0.4585923265
836	0.4584815877
837	0.458375876
838	0.4582386866
839	0.4581279762
840	0.4580259801
841	0.4579483649
842	0.4578464248
843	0.4577494938
844	0.4576236733
845	0.4575116651
846	0.4574082282
847	0.4573054672
848	0.4571913738
849	0.4571045082
850	0.4570126846
851	0.4569097081
852	0.4567901091
853	0.4566755135
854	0.4565904389
855	0.4564934646
856	0.4564194883
857	0.4563336507
858	0.4562048161
859	0.4561043091
860	0.4560116002
861	0.4559053277
862	0.4558566893
863	0.4557112796
864	0.4556128884
865	0.455504583
866	0.4554149643
867	0.4553132807
868	0.4551940356
869	0.455118182
870	0.4549920542
871	0.454887088
872	0.4547834835
873	0.4546582378
874	0.4545163857
875	0.4544075583
876	0.4543263045
877	0.4542214373
878	0.4540986104
879	0.4540070296
880	0.4539245775
881	0.4538255561
882	0.4536999534
883	0.4535852076
884	0.4534585016
885	0.4533636082
886	0.4532738354
887	0.4531456294
888	0.4530313594
889	0.4528891318
890	0.4528321465
891	0.45272923
892	0.4526143389
893	0.4525177683
894	0.4524310082
895	0.4523209004
896	0.4522146899
897	0.4521056236
898	0.4519922427
899	0.4518639246
900	0.4517565601
901	0.4516718179
902	0.4515872239
903	0.4514938727
904	0.4513651326
905	0.4512719566
906	0.4512023135
907	0.4511190897
908	0.4510100887
909	0.4508565124
910	0.4507608925
911	0.4506351685
912	0.4505091275
913	0.4503729315
914	0.4502560874
915	0.4501632578
916	0.4500485303
917	0.4499183454
918	0.4498652024
919	0.449748663
920	0.4496339548
921	0.4495257832
922	0.4494115314
923	0.4493006074
924	0.4492149713
925	0.4490950522
926	0.449010518
927	0.4489119732
928	0.448798739
929	0.4486980482
930	0.4485831231
931	0.4484903164
932	0.4483917255
933	0.4482805834
934	0.4481674065
935	0.4481112297
936	0.4479910042
937	0.4478888738
938	0.4478041973
939	0.4476751609
940	0.4475892857
941	0.4474669461
942	0.4474332327
943	0.447362088
944	0.447240669
945	0.4471493933
946	0.4470411108
947	0.4469424063
948	0.4468366574
949	0.4467214188
950	0.4466010073
951	0.4464982155
952	0.4464105665
953	0.4463153581
954	0.446197436
955	0.446077668
956	0.4459793702
957	0.4458516068
958	0.4457677986
959	0.4456429103
960	0.4455285675
961	0.4454041885
962	0.4453211794
963	0.4452354357
964	0.4451323797
965	0.4450103007
966	0.4449391242
967	0.4448271198
968	0.4447110979
969	0.4446390861
970	0.4445229884
971	0.4444305533
972	0.4443024559
973	0.4442163689
974	0.4441322787
975	0.4440321406
976	0.4439445225
977	0.443851502
978	0.4437711876
979	0.4436639536
980	0.4435357196
981	0.4434446923
982	0.4433485025
983	0.4432319878
984	0.4431383251
985	0.4430321803
986	0.442934727
987	0.4427889166
988	0.4427068316
989	0.4425939802
990	0.4425187765
991	0.4424246446
992	0.44230847
993	0.4422400831
994	0.4421267926
995	0.4420237699
996	0.4419002374
997	0.4417827049
998	0.4416885984
999	0.4415953857
